# Table format: 1D
    0.00000000000000e+000              0.00000000000000e+000
    6.10000000000000e+001              0.00000000000000e+000
    6.20000000000000e+001              1.00000000000000e+000
    9.00000000000000e+001              1.00000000000000e+000
    9.10000000000000e+001              0.00000000000000e+000
    1.63000000000000e+002              0.00000000000000e+000
    1.64000000000000e+002              1.00000000000000e+000
    2.22000000000000e+002              1.00000000000000e+000
    2.23000000000000e+002              0.00000000000000e+000
    2.51000000000000e+002              0.00000000000000e+000
    2.52000000000000e+002              1.00000000000000e+000
    2.76000000000000e+002              1.00000000000000e+000
    2.77000000000000e+002              0.00000000000000e+000
    3.14000000000000e+002              0.00000000000000e+000
    3.15000000000000e+002              1.00000000000000e+000
    3.55000000000000e+002              1.00000000000000e+000
    3.56000000000000e+002              0.00000000000000e+000
    1.44000000000000e+003              0.00000000000000e+000
