# Table format: 1D
    0.00000000000000e+000              0.00000000000000e+000
    1.93000000000000e+002              0.00000000000000e+000
    1.94000000000000e+002              1.05866057032922e+000
    2.34000000000000e+002              1.05866057032922e+000
    2.35000000000000e+002              0.00000000000000e+000
    3.52000000000000e+002              0.00000000000000e+000
    3.53000000000000e+002              1.25163815993597e+001
    3.93000000000000e+002              1.25163815993597e+001
    3.94000000000000e+002              0.00000000000000e+000
    5.40000000000000e+002              0.00000000000000e+000
    5.41000000000000e+002              6.18123257862353e+000
    5.81000000000000e+002              6.18123257862353e+000
    5.82000000000000e+002              0.00000000000000e+000
    6.23000000000000e+002              0.00000000000000e+000
    6.24000000000000e+002              1.95047054374645e+000
    6.64000000000000e+002              1.95047054374645e+000
    6.65000000000000e+002              0.00000000000000e+000
    8.27000000000000e+002              0.00000000000000e+000
    8.28000000000000e+002              3.84855776055541e+000
    8.68000000000000e+002              3.84855776055541e+000
    8.69000000000000e+002              0.00000000000000e+000
    9.77000000000000e+002              0.00000000000000e+000
    9.78000000000000e+002              3.45147920821446e+000
    1.01800000000000e+003              3.45147920821446e+000
    1.01900000000000e+003              0.00000000000000e+000
    1.04100000000000e+003              0.00000000000000e+000
    1.04200000000000e+003              9.15738159796079e-001
    1.08200000000000e+003              9.15738159796079e-001
    1.08300000000000e+003              0.00000000000000e+000
    1.20400000000000e+003              0.00000000000000e+000
    1.20500000000000e+003              8.09354736571181e+000
    1.24500000000000e+003              8.09354736571181e+000
    1.24600000000000e+003              0.00000000000000e+000
    1.44000000000000e+003              0.00000000000000e+000
