# Table format: 1D
    0.00000000000000e+000              0.00000000000000e+000
    9.40000000000000e+001              0.00000000000000e+000
    9.50000000000000e+001              1.00000000000000e+000
    1.27000000000000e+002              1.00000000000000e+000
    1.28000000000000e+002              0.00000000000000e+000
    2.11000000000000e+002              0.00000000000000e+000
    2.12000000000000e+002              1.00000000000000e+000
    2.69000000000000e+002              1.00000000000000e+000
    2.70000000000000e+002              0.00000000000000e+000
    3.18000000000000e+002              0.00000000000000e+000
    3.19000000000000e+002              1.00000000000000e+000
    3.60000000000000e+002              1.00000000000000e+000
    3.61000000000000e+002              0.00000000000000e+000
    3.96000000000000e+002              0.00000000000000e+000
    3.97000000000000e+002              1.00000000000000e+000
    4.44000000000000e+002              1.00000000000000e+000
    4.45000000000000e+002              0.00000000000000e+000
    1.44000000000000e+003              0.00000000000000e+000
