# Table format: 1D
    0.00000000000000e+000              0.00000000000000e+000
    2.03000000000000e+002              0.00000000000000e+000
    2.04000000000000e+002              5.54554633102995e+000
    2.44000000000000e+002              5.54554633102995e+000
    2.45000000000000e+002              0.00000000000000e+000
    3.36000000000000e+002              0.00000000000000e+000
    3.37000000000000e+002              2.25094837155949e+000
    3.77000000000000e+002              2.25094837155949e+000
    3.78000000000000e+002              0.00000000000000e+000
    4.17000000000000e+002              0.00000000000000e+000
    4.18000000000000e+002              1.38628365873501e+001
    4.58000000000000e+002              1.38628365873501e+001
    4.59000000000000e+002              0.00000000000000e+000
    5.09000000000000e+002              0.00000000000000e+000
    5.10000000000000e+002              1.94608741698430e+001
    5.50000000000000e+002              1.94608741698430e+001
    5.51000000000000e+002              0.00000000000000e+000
    6.85000000000000e+002              0.00000000000000e+000
    6.86000000000000e+002              1.64503465124075e+001
    7.26000000000000e+002              1.64503465124075e+001
    7.27000000000000e+002              0.00000000000000e+000
    8.62000000000000e+002              0.00000000000000e+000
    8.63000000000000e+002              1.47973867114361e+001
    9.03000000000000e+002              1.47973867114361e+001
    9.04000000000000e+002              0.00000000000000e+000
    1.04800000000000e+003              0.00000000000000e+000
    1.04900000000000e+003              6.96383936075513e+000
    1.08900000000000e+003              6.96383936075513e+000
    1.09000000000000e+003              0.00000000000000e+000
    1.25500000000000e+003              0.00000000000000e+000
    1.25600000000000e+003              1.53356793489878e+001
    1.29600000000000e+003              1.53356793489878e+001
    1.29700000000000e+003              0.00000000000000e+000
    1.44000000000000e+003              0.00000000000000e+000
