# Table format: 1D
    0.00000000000000e+000              0.00000000000000e+000
    1.47000000000000e+002              0.00000000000000e+000
    1.48000000000000e+002              2.65447992801154e+000
    1.88000000000000e+002              2.65447992801154e+000
    1.89000000000000e+002              0.00000000000000e+000
    2.44000000000000e+002              0.00000000000000e+000
    2.45000000000000e+002              1.60969756324643e+000
    2.85000000000000e+002              1.60969756324643e+000
    2.86000000000000e+002              0.00000000000000e+000
    4.81000000000000e+002              0.00000000000000e+000
    4.82000000000000e+002              4.92591660331803e+000
    5.22000000000000e+002              4.92591660331803e+000
    5.23000000000000e+002              0.00000000000000e+000
    7.05000000000000e+002              0.00000000000000e+000
    7.06000000000000e+002              2.95051250162220e+000
    7.46000000000000e+002              2.95051250162220e+000
    7.47000000000000e+002              0.00000000000000e+000
    8.68000000000000e+002              0.00000000000000e+000
    8.69000000000000e+002              4.06235196869690e+000
    9.09000000000000e+002              4.06235196869690e+000
    9.10000000000000e+002              0.00000000000000e+000
    1.08300000000000e+003              0.00000000000000e+000
    1.08400000000000e+003              1.68624079222422e+000
    1.12400000000000e+003              1.68624079222422e+000
    1.12500000000000e+003              0.00000000000000e+000
    1.44000000000000e+003              0.00000000000000e+000
