# Table format: 1D
    0.00000000000000e+000              0.00000000000000e+000
    1.19000000000000e+002              0.00000000000000e+000
    1.20000000000000e+002              1.42895678542200e+001
    1.60000000000000e+002              1.42895678542200e+001
    1.61000000000000e+002              0.00000000000000e+000
    2.55000000000000e+002              0.00000000000000e+000
    2.56000000000000e+002              4.18863334402484e+000
    2.96000000000000e+002              4.18863334402484e+000
    2.97000000000000e+002              0.00000000000000e+000
    1.44000000000000e+003              0.00000000000000e+000
