# Table format: 1D
    0.00000000000000e+000              0.00000000000000e+000
    1.18000000000000e+002              0.00000000000000e+000
    1.19000000000000e+002              1.00000000000000e+000
    1.47000000000000e+002              1.00000000000000e+000
    1.48000000000000e+002              0.00000000000000e+000
    1.84000000000000e+002              0.00000000000000e+000
    1.85000000000000e+002              1.00000000000000e+000
    2.14000000000000e+002              1.00000000000000e+000
    2.15000000000000e+002              0.00000000000000e+000
    1.44000000000000e+003              0.00000000000000e+000
